:ID,:LABEL,name
Q1337087,Cellular Component,sarcomere
Q1668112,Cellular Component,interphase nucleus
Q2309931,Cellular Component,dictyosome
Q2614103,Cellular Component,pronucleus
Q3819910,Cellular Component,bacterial-type flagellum
Q5323146,Cellular Component,eukaryotic translation initiation factor 2B complex
Q5465536,Cellular Component,food vacuole
Q5980114,Cellular Component,I band
Q6047058,Cellular Component,interleukin-35 complex
Q7540648,Cellular Component,slime layer
Q7574986,Cellular Component,specific granule
Q14349538,Cellular Component,apical part of cell
Q14594609,Cellular Component,voltage-gated potassium channel complex
Q14633853,Cellular Component,sarcoplasmic reticulum lumen
Q14758893,Cellular Component,secretory granule lumen
Q14762594,Cellular Component,nuclear chromosome
Q14762608,Cellular Component,chromosome passenger complex
Q14819224,Cellular Component,mitochondrial intermembrane space
Q14860437,Cellular Component,filamentous actin
Q14860438,Cellular Component,BRCA1-A complex
Q14860845,Cellular Component,actin cytoskeleton
Q14862704,Cellular Component,axon initial segment
Q14864267,Cellular Component,neuron projection terminus
Q14864382,Cellular Component,presynaptic active zone
Q14864534,Cellular Component,phagocytic vesicle
Q14864663,Cellular Component,transcription repressor complex
Q14864701,Cellular Component,endoplasmic reticulum Sec complex
Q14864975,Cellular Component,cyclin-dependent protein kinase activating kinase holoenzyme complex
Q14865040,Cellular Component,filopodium membrane
Q14865098,Cellular Component,intercellular canaliculus
Q14865142,Cellular Component,zymogen granule membrane
Q14865309,Cellular Component,axonal growth cone
Q14875827,Cellular Component,phagocytic vesicle membrane
Q14876101,Cellular Component,muscle myosin complex
Q14877624,Cellular Component,cytoplasmic side of plasma membrane
Q14879071,Cellular Component,early endosome lumen
Q14883308,Cellular Component,bicellular tight junction
Q14888035,Cellular Component,protein-DNA complex
Q14888941,Cellular Component,Prp19 complex
Q14888942,Cellular Component,spliceosomal complex
Q14888943,Cellular Component,clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane
Q14890553,Cellular Component,chylomicron remnant
Q14900989,Cellular Component,synaptobrevin 2-SNAP-25-syntaxin-1a-complexin II complex
Q14902227,Cellular Component,PCNA complex
Q14902254,Cellular Component,cyclin-dependent protein kinase holoenzyme complex
Q14902657,Cellular Component,microvillus membrane
Q14902670,Cellular Component,beta-catenin-TCF7L2 complex
Q14905241,Cellular Component,neuronal cell body membrane
Q14905467,Cellular Component,VCB complex
Q14905510,Cellular Component,nuclear inclusion body
Q14905539,Cellular Component,hemoglobin complex
Q14905761,Cellular Component,smooth endoplasmic reticulum
Q14906725,Cellular Component,actin cap
Q14907391,Cellular Component,slit diaphragm
Q14907555,Cellular Component,chromaffin granule lumen
Q14907912,Cellular Component,acrosomal membrane
Q14907952,Cellular Component,dendritic growth cone
Q14908254,Cellular Component,Ada2/Gcn5/Ada3 transcription activator complex
Q14910925,Cellular Component,cytosolic ribosome
Q14911656,Cellular Component,chromocenter
Q14911666,Cellular Component,mitotic spindle pole
Q14912076,Cellular Component,integrin alpha3-beta1 complex
Q14912963,Cellular Component,Rab-protein geranylgeranyltransferase complex
Q14913637,Cellular Component,alpha9-beta1 integrin-ADAM8 complex
Q14914029,Cellular Component,myosin VII complex
Q14914036,Cellular Component,cytosolic proteasome complex
Q14914248,Cellular Component,vacuolar membrane
Q14914556,Cellular Component,polycystin complex
Q14914621,Cellular Component,Lsd1/2 complex
Q15311606,Cellular Component,SMC loading complex
Q15314914,Cellular Component,transcription elongation factor complex
Q15317343,Cellular Component,motile cilium
Q15322477,Cellular Component,new growing cell tip
Q15328541,Cellular Component,gamma-secretase complex
Q15330509,Cellular Component,Golgi-associated vesicle membrane
Q15331809,Cellular Component,integrin alpha2-beta1 complex
Q15334553,Cellular Component,cortical endoplasmic reticulum
Q16336079,Cellular Component,yolk
Q21097242,Cellular Component,fibrillar center
Q21097505,Cellular Component,dendritic spine neck
Q21097537,Cellular Component,pi-body
Q21097587,Cellular Component,Atg12-Atg5-Atg16 complex
Q21100267,Cellular Component,BIM-BCL-xl complex
Q21100442,Cellular Component,MOZ/MORF histone acetyltransferase complex
Q21100452,Cellular Component,nuclear ubiquitin ligase complex
Q21100453,Cellular Component,BRISC complex
Q21100479,Cellular Component,NELF complex
Q21100514,Cellular Component,cytoskeleton of presynaptic active zone
Q21100516,Cellular Component,WASH complex
Q21100528,Cellular Component,junctional sarcoplasmic reticulum membrane
Q21100805,Cellular Component,clathrin vesicle coat
Q21101947,Cellular Component,storage vacuole
Q21102175,Cellular Component,PRC1 complex
Q21102492,Cellular Component,collagen type VIII trimer
Q21102561,Cellular Component,guanyl-nucleotide exchange factor complex
Q21102689,Cellular Component,tRNA-splicing ligase complex
Q21103062,Cellular Component,nuclear meiotic cohesin complex
Q21103063,Cellular Component,cohesin complex
Q21103304,Cellular Component,HAUS complex
Q21103311,Cellular Component,basal cortex
Q21103369,Cellular Component,interleukin-12 receptor complex
Q21103377,Cellular Component,interleukin-13 receptor complex
Q21105018,Cellular Component,sperm principal piece
Q21105141,Cellular Component,guanylate cyclase complex, soluble
Q21105305,Cellular Component,CCAAT-binding factor complex
Q21105332,Cellular Component,transcription factor TFIIIC complex
Q21105512,Cellular Component,CatSper complex
Q21105619,Cellular Component,extrinsic component of endosome membrane
Q21108337,Cellular Component,ribonucleoside-diphosphate reductase complex
Q21108411,Cellular Component,CNTFR-CLCF1 complex
Q21108647,Cellular Component,box H/ACA snoRNP complex
Q21109303,Cellular Component,TCR signalosome
Q21109655,Cellular Component,transcription factor TFTC complex
Q21109697,Cellular Component,protein kinase 5 complex
Q21110089,Cellular Component,nucleotide-excision repair factor 1 complex
Q21110192,Cellular Component,organelle membrane contact site
Q21110335,Cellular Component,polar microtubule
Q21111066,Cellular Component,intraciliary transport particle A
Q21111474,Cellular Component,Cdc48p-Npl4p-Vms1p AAA ATPase complex
Q21111541,Cellular Component,preribosome, large subunit precursor
Q21112508,Cellular Component,NatA complex
Q21113516,Cellular Component,pinceau fiber
Q21113871,Cellular Component,mitochondrial alpha-ketoglutarate dehydrogenase complex
Q21113989,Cellular Component,Mpp10 complex
Q21113997,Cellular Component,ciliary transition fiber
Q21114031,Cellular Component,ESCRT I complex
Q21114089,Cellular Component,proton-transporting V-type ATPase, V0 domain
Q21114145,Cellular Component,RNA polymerase transcription factor SL1 complex
Q21114697,Cellular Component,inhibin B complex
Q21114996,Cellular Component,protein phosphatase 4 complex
Q21115676,Cellular Component,collagen type XIV trimer
Q21115950,Cellular Component,glycine cleavage complex
Q21115995,Cellular Component,cone cell pedicle
Q21117199,Cellular Component,CERF complex
Q21117388,Cellular Component,interleukin-1 receptor complex
Q21117429,Cellular Component,3M complex
Q21117445,Cellular Component,cytoskeletal calyx
Q21118433,Cellular Component,commitment complex
Q21118918,Cellular Component,external side of cell outer membrane
Q21119236,Cellular Component,ribose phosphate diphosphokinase complex
Q21120634,Cellular Component,interleukin-12 complex
Q21121193,Cellular Component,intrinsic component of peroxisomal membrane
Q21122494,Cellular Component,prefoldin complex
Q21126039,Cellular Component,U4atac snRNP
Q21126734,Cellular Component,proton-transporting V-type ATPase complex
Q21126826,Cellular Component,cation channel complex
Q21126899,Cellular Component,cell tip
Q21130683,Cellular Component,sumoylated E2 ligase complex
Q21132935,Cellular Component,integral component of external side of plasma membrane
Q21134313,Cellular Component,transverse filament
Q21146508,Cellular Component,mucus layer
Q21157949,Cellular Component,NSL complex
Q21199165,Cellular Component,type III protein secretion system complex
Q21199295,Cellular Component,exodeoxyribonuclease VII complex
Q21199330,Cellular Component,exodeoxyribonuclease V complex
Q21425638,Cellular Component,glial limiting end-foot
Q21483239,Cellular Component,SUMO-targeted ubiquitin ligase complex
Q21757955,Cellular Component,bacterial-type flagellum basal body, MS ring
Q21760476,Cellular Component,DNA topoisomerase IV complex
Q21761379,Cellular Component,bacterial-type flagellum basal body, rod
Q21762450,Cellular Component,bacterial-type flagellum filament cap
Q21971414,Cellular Component,plasma lipoprotein particle
Q21972767,Cellular Component,meiotic spindle
Q22325164,Cellular Component,protein-lipid complex
Q22325179,Cellular Component,triglyceride-rich plasma lipoprotein particle
Q22325213,Cellular Component,DNA polymerase complex
Q22325217,Cellular Component,replisome
Q22325291,Cellular Component,DNA recombinase complex
Q22325340,Cellular Component,CENP-A containing chromatin
Q22325429,Cellular Component,DnaB-DnaC-DnaT-PriA-PriB complex
Q22325482,Cellular Component,collagen beaded filament
Q22325563,Cellular Component,collagen type XIX trimer
Q22325601,Cellular Component,collagen type XVII trimer
Q22325744,Cellular Component,carboxy-terminal domain protein kinase complex
Q22325816,Cellular Component,ISGF3 complex
Q22325842,Cellular Component,M/G1 phase-specific MADS box-forkhead transcription factor complex
Q22325925,Cellular Component,upstream stimulatory factor complex
Q22326199,Cellular Component,axonemal heterotrimeric kinesin-II complex
Q22326297,Cellular Component,Lst4-Lst7 complex
Q22326303,Cellular Component,Bfa1-Bub2 complex
Q22326352,Cellular Component,succinate-CoA ligase complex (ADP-forming)
Q22326529,Cellular Component,2-iminoacetate synthase complex
Q22326549,Cellular Component,[Ni-Fe] hydrogenase complex
Q22326571,Cellular Component,intramolecular phosphotransferase complex
Q22326627,Cellular Component,N-terminal protein acetyltransferase complex
Q22326646,Cellular Component,H4 histone acetyltransferase complex
Q22326650,Cellular Component,H4/H2A histone acetyltransferase complex
Q22326726,Cellular Component,diamine N-acetyltransferase complex
Q22326739,Cellular Component,oligosaccharyltransferase I complex
Q22326742,Cellular Component,dihydrolipoyl dehydrogenase complex
Q22326809,Cellular Component,Cul8-RING ubiquitin ligase complex
Q22326812,Cellular Component,cytoplasmic SCF ubiquitin ligase complex
Q22326820,Cellular Component,SCF-Skp2 ubiquitin ligase complex
Q22326823,Cellular Component,SCF-Met30/Pof1 ubiquitin ligase complex
Q22326836,Cellular Component,Fused-Smurf ubiquitin ligase complex
Q22326838,Cellular Component,Bre1-Rad6 ubiquitin ligase complex
Q22326842,Cellular Component,RAD6-UBR2 ubiquitin ligase complex
Q22326848,Cellular Component,RNA polymerase complex
Q22326870,Cellular Component,DAPK1-calmodulin complex
Q22326871,Cellular Component,CKM complex
Q22326877,Cellular Component,P-TEFb complex
Q22326878,Cellular Component,MPF complex
Q22326883,Cellular Component,cyclin B2-CDK1 complex
Q22326885,Cellular Component,cyclin A2-CDK2 complex
Q22326897,Cellular Component,PKM2 protein kinase complex
Q22326902,Cellular Component,molybdopterin cofactor (Moco) biosynthesis adenylyltransferase complex
Q22326903,Cellular Component,UDP-N-acetylglucosamine-lysosomal-enzyme N-acetylglucosaminephosphotransferase complex
Q22326905,Cellular Component,cytosolic creatine kinase complex
Q22326921,Cellular Component,plastid acetyl-CoA carboxylase complex
Q22326923,Cellular Component,dehydrodolichyl diphosphate synthase complex
Q22326927,Cellular Component,L-cysteine desulfurase complex
Q22326930,Cellular Component,MPT synthase complex
Q22326955,Cellular Component,methane monooxygenase complex
Q22326964,Cellular Component,NADH dehydrogenase complex (plastoquinone)
Q22326969,Cellular Component,thioredoxin-disulfide reductase complex
Q22326982,Cellular Component,cytosolic alpha-ketoglutarate dehydrogenase complex
Q22326983,Cellular Component,isocitrate dehydrogenase complex (NAD+)
Q22326990,Cellular Component,procollagen-proline 4-dioxygenase complex, alpha(III) type
Q22326992,Cellular Component,procollagen-proline 4-dioxygenase complex, alpha(I) type
Q22326997,Cellular Component,5-lipoxygenase complex
Q22327008,Cellular Component,cytochrome o ubiquinol oxidase complex
Q22327016,Cellular Component,methanophenazine reducing hydrogenase complex
Q22327017,Cellular Component,CoB-CoM heterodisulfide reductase complex
Q22327038,Cellular Component,H-gal-GP complex
Q22327052,Cellular Component,Rpd3S/Clr6-CII complex
Q22327056,Cellular Component,Set3 complex
Q22327064,Cellular Component,INO80-type complex
Q22327069,Cellular Component,FHL2-CREB complex
Q22327085,Cellular Component,acid phosphatase complex
Q22327095,Cellular Component,integrin alphaX-beta2 complex
Q22327099,Cellular Component,integrin alphav-beta6 complex
Q22327106,Cellular Component,ATPase inhibitor complex
Q22327107,Cellular Component,exon-exon junction subcomplex mago-y14
Q22327116,Cellular Component,proton-transporting ATP synthase, catalytic core
Q22327122,Cellular Component,proton-transporting ATP synthase, stator stalk
Q22327132,Cellular Component,3-methyl-2-oxobutanoate dehydrogenase (lipoamide) complex
Q22327143,Cellular Component,lysosomal HOPS complex
Q22327144,Cellular Component,silver ion transmembrane transporter complex
Q22327193,Cellular Component,interleukin-2 receptor complex
Q22327199,Cellular Component,interleukin-4 receptor complex
Q22327202,Cellular Component,EGFR:ERBB2 complex
Q22327222,Cellular Component,IgG B cell receptor complex
Q22327236,Cellular Component,alphav-beta5 integrin-osteopontin complex
Q22327246,Cellular Component,plasma membrane proton-transporting ATP synthase, central stalk
Q22327265,Cellular Component,alphaIIb-beta3 integrin-talin complex
Q22327272,Cellular Component,EGFR-Grb2-Sos complex
Q22327303,Cellular Component,alpha9-beta1 integrin-ADAM9 complex
Q22327304,Cellular Component,alpha9-beta1 integrin-ADAM1 complex
Q22327314,Cellular Component,alpha2-beta1 integrin-chondroadherin complex
Q22327323,Cellular Component,alphaV-beta3 integrin-CD47-FCER2 complex
Q22327350,Cellular Component,amino acid transport complex
Q22327352,Cellular Component,platelet-derived growth factor complex
Q22327386,Cellular Component,IgM immunoglobulin complex, circulating
Q22327388,Cellular Component,apical lamina of hyaline layer
Q22327392,Cellular Component,symbiont-containing vacuolar space
Q22327409,Cellular Component,activin AB complex
Q22327416,Cellular Component,insulin-like growth factor binary complex
Q22327424,Cellular Component,apoptotic body
Q22327430,Cellular Component,extracellular non-membrane-bounded organelle
Q22327442,Cellular Component,laminin-12 complex
Q22327447,Cellular Component,interleukin-27 complex
Q22327466,Cellular Component,surface coat of collagen and cuticulin-based cuticle extracellular matrix
Q22327469,Cellular Component,female germline ring canal inner rim
Q22327482,Cellular Component,type Is terminal bouton
Q22327487,Cellular Component,photoreceptor cell terminal bouton
Q22327496,Cellular Component,postsynaptic early endosome
Q22327510,Cellular Component,presynaptic cytosol
Q22327531,Cellular Component,clathrin coat of synaptic vesicle
Q22327533,Cellular Component,inhibitory neuromuscular junction
Q22327626,Cellular Component,lumenal side of trans-Golgi network transport vesicle membrane
Q22327631,Cellular Component,lumenal side of endoplasmic reticulum membrane
Q22327639,Cellular Component,internal side of mycolate outer membrane
Q22327651,Cellular Component,external side of apical plasma membrane
Q22327664,Cellular Component,mating projection
Q22327689,Cellular Component,attachment organelle
Q22327705,Cellular Component,ESCRT complex
Q22327711,Cellular Component,chloroplast proton-transporting ATP synthase complex, coupling factor CF(o)
Q22327724,Cellular Component,sodium ion-transporting two-sector ATPase complex
Q22327730,Cellular Component,Bam protein complex
Q22327735,Cellular Component,nuclear pore transmembrane ring
Q22327740,Cellular Component,photosystem I antenna complex
Q22327741,Cellular Component,STING complex
Q22327757,Cellular Component,protocadherin-alpha-v4-protocadherin-gamma-b2 complex
Q22327764,Cellular Component,alpha9-beta1 integrin-osteopontin complex
Q22327767,Cellular Component,alpha7-beta1 integrin-focal adhesion kinase complex
Q22327769,Cellular Component,alpha1-beta1 integrin-tyrosine-protein phosphatase non-receptor type 2 complex
Q22327770,Cellular Component,alpha4-beta4 integrin-EMILIN-1 complex
Q22327781,Cellular Component,nuclear pore inner ring
Q22327788,Cellular Component,PSI associated light-harvesting complex I, LHCIb subcomplex
Q22327794,Cellular Component,chloroplast photosystem II
Q22327805,Cellular Component,photosynthetic membrane
Q22327813,Cellular Component,intrinsic component of cell outer membrane
Q22327819,Cellular Component,intrinsic component of external side of cell outer membrane
Q22327824,Cellular Component,integral component of periplasmic side of plasma membrane
Q22327840,Cellular Component,intrinsic component of Golgi cis cisterna membrane
Q22327851,Cellular Component,integral component of chloroplast outer membrane
Q22327852,Cellular Component,integral component of plastid membrane
Q22327854,Cellular Component,intrinsic component of plastid inner membrane
Q22327857,Cellular Component,integral component of chloroplast inner membrane
Q22327859,Cellular Component,integral component of vacuolar membrane
Q22327865,Cellular Component,fungal-type vacuole membrane
Q22327887,Cellular Component,mating projection tip membrane
Q22327894,Cellular Component,cytoproct
Q22327897,Cellular Component,phagocytic cup base
Q22327909,Cellular Component,subplasmalemmal coating
Q22327911,Cellular Component,extrinsic component of periplasmic side of plasma membrane
Q22327915,Cellular Component,extrinsic component of plastid inner membrane
Q22327928,Cellular Component,extrinsic component of fungal-type vacuolar membrane
Q22327937,Cellular Component,Golgi to ER transport vesicle membrane
Q22327948,Cellular Component,early phagosome membrane
Q22327977,Cellular Component,microbody
Q22327985,Cellular Component,aleurone grain
Q22327995,Cellular Component,rhoptry membrane
Q22328006,Cellular Component,chloroplast envelope
Q22328009,Cellular Component,chromoplast inner membrane
Q22328013,Cellular Component,gut granule membrane
Q22328022,Cellular Component,prothylakoid
Q22328023,Cellular Component,prothylakoid membrane
Q22328045,Cellular Component,acrosomal lumen
Q22328051,Cellular Component,platelet dense tubular network lumen
Q22328063,Cellular Component,clathrin-sculpted glutamate transport vesicle lumen
Q22328066,Cellular Component,Golgi-associated vesicle lumen
Q22328067,Cellular Component,clathrin-sculpted gamma-aminobutyric acid transport vesicle lumen
Q22328068,Cellular Component,aleurone grain lumen
Q22328071,Cellular Component,esterosome lumen
Q22328072,Cellular Component,specific granule lumen
Q22328090,Cellular Component,asexual spore wall
Q22328114,Cellular Component,hyphal tip
Q22328116,Cellular Component,old cell tip after activation of bipolar cell growth
Q22328118,Cellular Component,pollen tube tip
Q22328129,Cellular Component,right posteriolateral flagellum
Q22328139,Cellular Component,podocyte foot
Q22328404,Cellular Component,DNA recombinase mediator complex
Q22328432,Cellular Component,CD20-Lck-Lyn-Fyn complex
Q22328435,Cellular Component,G-protein beta/gamma-Raf-1 complex
Q22328446,Cellular Component,nuclear proteasome regulatory particle, base subcomplex
Q22328468,Cellular Component,P-TEFb-cap methyltransferase complex
Q22328475,Cellular Component,meiotic septin complex
Q22328481,Cellular Component,ANPR-A receptor complex
Q22328500,Cellular Component,DNA polymerase III, clamp loader complex
Q22328509,Cellular Component,myosin III complex
Q22328531,Cellular Component,U2AF complex
Q22328533,Cellular Component,cytosolic tRNA wobble base thiouridylase complex
Q22328535,Cellular Component,Cbf1-Met4-Met28 complex
Q22328540,Cellular Component,transforming growth factor beta activated kinase 1 complex
Q22328570,Cellular Component,BAK complex
Q22328591,Cellular Component,nuclear MIS12/MIND complex
Q22328617,Cellular Component,luminal surveillance complex
Q22328706,Cellular Component,pyrophosphate-dependent phosphofructokinase complex, alpha-subunit complex
Q22328714,Cellular Component,Ku-DNA ligase complex
Q22328723,Cellular Component,mitotic checkpoint complex, CDC20-MAD2 subcomplex
Q22328727,Cellular Component,RPB4-RPB7 complex
Q22328732,Cellular Component,Pex17p-Pex14p docking complex
Q22328738,Cellular Component,SsuD-SsuE complex
Q22328739,Cellular Component,Syp1 complex
Q22328743,Cellular Component,RNA cap binding complex
Q22328764,Cellular Component,DnaA-Hda complex
Q22328765,Cellular Component,DnaA-L2 complex
Q22328766,Cellular Component,Hda-beta clamp complex
Q22328771,Cellular Component,APC-IQGAP1-CLIP-170 complex
Q22328773,Cellular Component,Par3-APC-KIF3A complex
Q22328777,Cellular Component,Gemin6-Gemin7-unrip complex
Q22328807,Cellular Component,RNA polymerase IV transcription repressor complex
Q22328813,Cellular Component,RNA polymerase V transcription repressor complex
Q22328815,Cellular Component,acetyl-CoA decarbonylase/synthase-carbon monoxide dehydrogenase complex
Q22328816,Cellular Component,formyl-methanofuran dehydrogenase (tungsten enzyme) complex
Q22328823,Cellular Component,plasma membrane light-harvesting complex
Q22328825,Cellular Component,light-harvesting complex, core complex
Q22328839,Cellular Component,viral scaffold
Q22328857,Cellular Component,SL snRNP
Q22328898,Cellular Component,Mei2 nuclear dot complex
Q22328904,Cellular Component,dosage compensation complex
Q22328914,Cellular Component,ribosomal subunit
Q22328921,Cellular Component,plastid large ribosomal subunit
Q22328925,Cellular Component,LDL-containing protein-lipid-RNA complex
Q22328926,Cellular Component,transcriptionally silent chromatin
Q22328942,Cellular Component,polytene chromosome chromocenter
Q22328978,Cellular Component,primary endosperm nucleus
Q22328985,Cellular Component,microsporocyte nucleus
Q22328986,Cellular Component,protein body
Q22329003,Cellular Component,peri-centrosomal recycling endosome
Q22329005,Cellular Component,apical recycling endosome
Q22329006,Cellular Component,basolateral cytoplasm
Q22329008,Cellular Component,pinosome
Q22329028,Cellular Component,secretory vesicle
Q22329032,Cellular Component,dendritic lamellar body
Q22329041,Cellular Component,amorphous vesicle
Q22329044,Cellular Component,pexophagosome
Q22329076,Cellular Component,plastid nucleoid
Q22329078,Cellular Component,chloroplast nucleoid
Q22329104,Cellular Component,germ tube
Q22329111,Cellular Component,septin filament array
Q22329116,Cellular Component,split septin rings
Q22329118,Cellular Component,cellular bud neck split septin rings
Q22329133,Cellular Component,polyhedral organelle
Q22329144,Cellular Component,crystalloid
Q22329148,Cellular Component,periplasmic flagellum
Q22329156,Cellular Component,eyespot apparatus
Q22329161,Cellular Component,ventral disc lateral crest
Q22329233,Cellular Component,A axonemal microtubule
Q22329242,Cellular Component,meiotic spindle astral microtubule
Q22329251,Cellular Component,host cell viral nucleoid
Q22329259,Cellular Component,tube viral factory
Q22329262,Cellular Component,viroplasm viral factory
Q22329265,Cellular Component,host intracellular part
Q22329273,Cellular Component,host cell chloroplast
Q22329282,Cellular Component,host cell lipid droplet
Q22329285,Cellular Component,host cell cytoplasmic vesicle
Q22329306,Cellular Component,host cell nucleoplasm
Q22329307,Cellular Component,host cell Cajal body
Q22329328,Cellular Component,host cell rough endoplasmic reticulum membrane
Q22329340,Cellular Component,host cell envelope
Q22329384,Cellular Component,terminal loop
Q22329387,Cellular Component,dinoflagellate peduncle
Q22329393,Cellular Component,old cell pole
Q22329395,Cellular Component,basal pole of neuron
Q22329396,Cellular Component,apical pole of neuron
Q22329400,Cellular Component,type VI protein secretion system complex
Q22329409,Cellular Component,extracellular core region of desmosome
Q22329412,Cellular Component,cytoophidium
Q22329422,Cellular Component,pericellular basket
Q22329426,Cellular Component,recurrent axon collateral
Q22329455,Cellular Component,ooplasm
Q22329472,Cellular Component,Hedgehog signaling complex
Q22329484,Cellular Component,fibrillary inclusion
Q22329490,Cellular Component,hyaline inclusion
Q22329851,Cellular Component,virus tail
Q22329858,Cellular Component,virus tail, tip
Q22329871,Cellular Component,helical viral capsid
Q22329874,Cellular Component,T=pseudo3 icosahedral viral capsid
Q22329880,Cellular Component,T=7 icosahedral viral capsid
Q22329886,Cellular Component,T=169 icosahedral viral capsid
Q22330036,Cellular Component,viral procapsid
Q22330050,Cellular Component,actin capping protein of dynactin complex
Q22330077,Cellular Component,left anterior basal body
Q22330157,Cellular Component,central cylinder
Q22330167,Cellular Component,outer dense fiber
Q22330217,Cellular Component,right tetrad
Q22330229,Cellular Component,dinoflagellate sulcal notch
Q22330241,Cellular Component,yolk granule
Q22330255,Cellular Component,phragmoplast
Q22330261,Cellular Component,micropexophagy-specific membrane apparatus
Q22330274,Cellular Component,amyloplast starch grain
Q22330295,Cellular Component,chromoplast stroma
Q22330299,Cellular Component,elaioplast stroma
Q22330302,Cellular Component,stromule
Q22330305,Cellular Component,half bridge of spindle pole body
Q22330310,Cellular Component,central plaque of spindle pole body
Q22330318,Cellular Component,endocytic patch
Q22330344,Cellular Component,nuclear dicing body
Q22330366,Cellular Component,nucleolus-associated heterochromatin
Q22330369,Cellular Component,linear element
Q22330379,Cellular Component,cytoplasmic side of nuclear pore
Q22330380,Cellular Component,perinucleolar compartment
Q22330390,Cellular Component,chromosome, centromeric outer repeat region
Q22330394,Cellular Component,actin tubule
Q22330395,Cellular Component,formin-nucleated actin cable
Q22330427,Cellular Component,new mitotic spindle pole body
Q22330430,Cellular Component,neck portion of tanycyte
Q22330442,Cellular Component,microsporidian-type exospore
Q22330447,Cellular Component,hemicellulose network
Q22330451,Cellular Component,pectic matrix
Q22330460,Cellular Component,cellular birth scar
Q22330469,Cellular Component,sculpture element
Q22330470,Cellular Component,columella
Q24570659,Cellular Component,viral terminase, small subunit
Q24570663,Cellular Component,NPHP complex
Q24570670,Cellular Component,epididymosome
Q24576590,Cellular Component,intrinsic component of presynaptic endosome membrane
Q26253866,Cellular Component,anchored component of postsynaptic membrane
Q26253868,Cellular Component,integral component of postsynaptic specialization membrane
Q26253890,Cellular Component,extrinsic component of presynaptic endosome membrane
Q27126035,Cellular Component,chromatin lock complex
Q27126058,Cellular Component,non-motile cilium
Q27126342,Cellular Component,blepharoplast
Q27126404,Cellular Component,supramolecular polymer
Q27126469,Cellular Component,trichome papilla
Q27126587,Cellular Component,dynamic microtubule bundle
Q29574188,Cellular Component,DNA methyltransferase complex
Q29574382,Cellular Component,hippocampal mossy fiber to CA3 synapse
Q29574530,Cellular Component,growth cone leading edge
Q29574534,Cellular Component,chaperone complex
Q30105921,Cellular Component,integral component of pigment granule membrane
Q41514936,Cellular Component,mBAF complex
Q42897378,Cellular Component,mitotic actomyosin contractile ring, distal actin filament layer
Q42897379,Cellular Component,mitotic actomyosin contractile ring, proximal layer
Q42897464,Cellular Component,bacterial-type flagellum rotor complex
Q42897467,Cellular Component,bacterial-type flagellum secretion apparatus
Q47535955,Cellular Component,ubiquitin activating enzyme complex
Q51230305,Cellular Component,proximal portion of axoneme
Q54810453,Cellular Component,collagen-containing extracellular matrix
Q54810465,Cellular Component,biofilm matrix
Q54810643,Cellular Component,DNA topoisomerase III-beta-TDRD3 complex
Q56058194,Cellular Component,perforant pathway to dendrate granule cell synapse
Q57251999,Cellular Component,phenylacetyl-CoA 1,2-epoxidase complex
Q57252782,Cellular Component,BCOR complex
Q63164589,Cellular Component,early phagosome lumen
Q63771382,Cellular Component,ubiquinone biosynthesis complex
Q66986093,Cellular Component,magnetosome lumen
Q70535548,Cellular Component,hyphae septin collar
Q70535550,Cellular Component,nuclear exosome targeting complex
Q70535601,Cellular Component,spongiome
Q83181,Cellular Component,Golgi apparatus
Q178355,Cellular Component,centriole
Q187181,Cellular Component,synapse
Q187388,Cellular Component,myelin sheath
Q254417,Cellular Component,endothelial microparticle
Q329638,Cellular Component,actin filament
Q418869,Cellular Component,exosome (RNase complex)
Q792605,Cellular Component,axoneme
Q830465,Cellular Component,viral capsid
Q900261,Cellular Component,contractile vacuole
Q902079,Cellular Component,dendritic spine
Q908912,Cellular Component,kinetochore
Q939486,Cellular Component,microvillus
Q1088533,Cellular Component,50S
Q1136436,Cellular Component,costamere
Q1323756,Cellular Component,ectoplasm
Q3368603,Cellular Component,cell plate
Q3391764,Cellular Component,plastoglobule
Q4384107,Cellular Component,viral nucleocapsid
Q5130989,Cellular Component,cleavage furrow
Q6840469,Cellular Component,microvesicle
Q7321455,Cellular Component,rhoptry
Q7322268,Cellular Component,ribbon synapse
Q7671279,Cellular Component,TRAPP complex
Q14329032,Cellular Component,endoplasmic reticulum membrane
Q14330611,Cellular Component,mitochondrial outer membrane
Q14349519,Cellular Component,intracellular membrane-bounded organelle
Q14817965,Cellular Component,nuclear body
Q14819227,Cellular Component,peroxisomal membrane
Q14819446,Cellular Component,apical plasma membrane
Q14819838,Cellular Component,varicosity
Q14820930,Cellular Component,haptoglobin-hemoglobin complex
Q14839625,Cellular Component,Golgi cisterna membrane
Q14859540,Cellular Component,integral component of plasma membrane
Q14860541,Cellular Component,basal plasma membrane
Q14860954,Cellular Component,mitochondrial membrane
Q14862221,Cellular Component,condensed nuclear chromosome
Q14864011,Cellular Component,phagocytic vesicle lumen
Q14864430,Cellular Component,intrinsic component of endoplasmic reticulum membrane
Q14864702,Cellular Component,early endosome membrane
Q14864703,Cellular Component,chloride channel complex
Q14865766,Cellular Component,ciliary membrane
Q14866202,Cellular Component,endolysosome membrane
Q14876714,Cellular Component,trans-Golgi network
Q14877690,Cellular Component,cortical cytoskeleton
Q14879066,Cellular Component,ER to Golgi transport vesicle membrane
