:ID#,:LABEL#,name
Q24723787#Protein Domain#InterPro Domain
Q24723808#Protein Domain#InterPro Domain
Q24723890#Protein Domain#InterPro Domain
Q24723907#Protein Domain#InterPro Domain
Q24723965#Protein Domain#InterPro Domain
Q24724102#Protein Domain#InterPro Domain
Q24724105#Protein Domain#InterPro Domain
Q24724116#Protein Domain#InterPro Domain
Q24724161#Protein Domain#InterPro Domain
Q24724175#Protein Domain#InterPro Domain
Q24724191#Protein Domain#InterPro Domain
Q24724207#Protein Domain#InterPro Domain
Q24724231#Protein Domain#InterPro Domain
Q24724260#Protein Domain#InterPro Domain
Q24724299#Protein Domain#InterPro Domain
Q24724387#Protein Domain#InterPro Domain
Q24724418#Protein Domain#InterPro Domain
Q24724443#Protein Domain#InterPro Domain
Q24724606#Protein Domain#InterPro Domain
Q24724714#Protein Domain#InterPro Domain
Q24724717#Protein Domain#InterPro Domain
Q24724728#Protein Domain#InterPro Domain
Q24724791#Protein Domain#InterPro Domain
Q24724813#Protein Domain#InterPro Domain
Q24724817#Protein Domain#InterPro Domain
Q24724833#Protein Domain#InterPro Domain
Q24724852#Protein Domain#InterPro Domain
Q24724854#Protein Domain#InterPro Domain
Q24724869#Protein Domain#InterPro Domain
Q24724923#Protein Domain#InterPro Domain
Q24724946#Protein Domain#InterPro Domain
Q24725003#Protein Domain#InterPro Domain
Q24725056#Protein Domain#InterPro Domain
Q24725089#Protein Domain#InterPro Family
Q24725097#Protein Domain#InterPro Domain
Q24725178#Protein Domain#InterPro Domain
Q24725198#Protein Domain#InterPro Domain
Q24725213#Protein Domain#InterPro Domain
Q24725251#Protein Domain#InterPro Domain
Q24725263#Protein Domain#InterPro Domain
Q24725283#Protein Domain#InterPro Domain
Q24725301#Protein Domain#InterPro Domain
Q24725351#Protein Domain#InterPro Domain
Q24725384#Protein Domain#InterPro Domain
Q24725395#Protein Domain#InterPro Domain
Q24725406#Protein Domain#InterPro Domain
Q24725420#Protein Domain#InterPro Domain
Q24725439#Protein Domain#InterPro Domain
Q24725457#Protein Domain#InterPro Domain
Q24725458#Protein Domain#InterPro Domain
Q24725529#Protein Domain#InterPro Domain
Q24725555#Protein Domain#InterPro Domain
Q24725593#Protein Domain#InterPro Domain
Q24725626#Protein Domain#InterPro Domain
Q24725627#Protein Domain#InterPro Domain
Q24725658#Protein Domain#InterPro Domain
Q24725663#Protein Domain#InterPro Domain
Q24725682#Protein Domain#InterPro Domain
Q24725702#Protein Domain#InterPro Domain
Q24725705#Protein Domain#InterPro Domain
Q24725746#Protein Domain#InterPro Domain
Q24725748#Protein Domain#InterPro Family
Q24725790#Protein Domain#InterPro Domain
Q24725812#Protein Domain#InterPro Domain
Q24725833#Protein Domain#InterPro Domain
Q24725835#Protein Domain#InterPro Domain
Q24725861#Protein Domain#InterPro Domain
Q24725890#Protein Domain#InterPro Domain
Q24725896#Protein Domain#InterPro Domain
Q24725897#Protein Domain#InterPro Domain
Q24725941#Protein Domain#InterPro Domain
Q24725942#Protein Domain#InterPro Domain
Q24725972#Protein Domain#InterPro Domain
Q24725985#Protein Domain#InterPro Domain
Q24726044#Protein Domain#InterPro Domain
Q24726062#Protein Domain#InterPro Domain
Q24726108#Protein Domain#InterPro Domain
Q24726129#Protein Domain#InterPro Domain
Q24726148#Protein Domain#InterPro Domain
Q24726153#Protein Domain#InterPro Domain
Q24726197#Protein Domain#InterPro Domain
Q24726228#Protein Domain#InterPro Domain
Q24726309#Protein Domain#InterPro Domain
Q24726326#Protein Domain#InterPro Domain
Q24726331#Protein Domain#InterPro Domain
Q24726350#Protein Domain#InterPro Domain
Q24726363#Protein Domain#InterPro Domain
Q24726381#Protein Domain#InterPro Domain
Q24726393#Protein Domain#InterPro Domain
Q24726401#Protein Domain#InterPro Domain
Q24726461#Protein Domain#InterPro Domain
Q24726464#Protein Domain#protein domain
Q24726485#Protein Domain#InterPro Domain
Q24726502#Protein Domain#InterPro Domain
Q24726518#Protein Domain#InterPro Domain
Q24726537#Protein Domain#InterPro Domain
Q24726546#Protein Domain#InterPro Domain
Q24726593#Protein Domain#InterPro Domain
Q24726605#Protein Domain#InterPro Domain
Q24726607#Protein Domain#InterPro Domain
Q24726677#Protein Domain#InterPro Domain
Q24726760#Protein Domain#InterPro Domain
Q24726793#Protein Domain#InterPro Domain
Q24726798#Protein Domain#InterPro Domain
Q24726867#Protein Domain#InterPro Domain
Q24726873#Protein Domain#InterPro Domain
Q24726875#Protein Domain#InterPro Domain
Q24726914#Protein Domain#InterPro Domain
Q24726938#Protein Domain#InterPro Domain
Q24726969#Protein Domain#InterPro Domain
Q24726997#Protein Domain#InterPro Domain
Q24727025#Protein Domain#InterPro Domain
Q24727059#Protein Domain#InterPro Domain
Q24727079#Protein Domain#InterPro Domain
Q24727092#Protein Domain#InterPro Domain
Q24727146#Protein Domain#InterPro Domain
Q24727158#Protein Domain#InterPro Domain
Q24727168#Protein Domain#InterPro Domain
Q24727247#Protein Domain#InterPro Domain
Q24727284#Protein Domain#InterPro Domain
Q24727341#Protein Domain#InterPro Domain
Q24727357#Protein Domain#InterPro Domain
Q24727376#Protein Domain#InterPro Domain
Q24727389#Protein Domain#InterPro Domain
Q24727412#Protein Domain#InterPro Domain
Q24727451#Protein Domain#InterPro Domain
Q24727455#Protein Domain#InterPro Domain
Q24727473#Protein Domain#InterPro Domain
Q24727482#Protein Domain#InterPro Domain
Q24727483#Protein Domain#InterPro Domain
Q24727515#Protein Domain#InterPro Domain
Q24727548#Protein Domain#InterPro Domain
Q24727570#Protein Domain#InterPro Domain
Q24727591#Protein Domain#InterPro Domain
Q24738627#Protein Domain#InterPro Domain
Q24738629#Protein Domain#InterPro Domain
Q24738849#Protein Domain#InterPro Domain
Q24738877#Protein Domain#InterPro Domain
Q24738910#Protein Domain#InterPro Domain
Q24738914#Protein Domain#InterPro Domain
Q24738920#Protein Domain#InterPro Domain
Q24738922#Protein Domain#InterPro Domain
Q24738945#Protein Domain#InterPro Domain
Q24739061#Protein Domain#InterPro Domain
Q24739116#Protein Domain#InterPro Domain
Q24739212#Protein Domain#InterPro Domain
Q24739265#Protein Domain#InterPro Domain
Q24739303#Protein Domain#InterPro Domain
Q24739333#Protein Domain#InterPro Domain
Q24739373#Protein Domain#InterPro Domain
Q24739412#Protein Domain#InterPro Domain
Q24739431#Protein Domain#InterPro Domain
Q24739460#Protein Domain#InterPro Domain
Q24739624#Protein Domain#InterPro Domain
Q24739835#Protein Domain#InterPro Domain
Q24740028#Protein Domain#InterPro Domain
Q24740037#Protein Domain#InterPro Family
Q24740135#Protein Domain#InterPro Domain
Q24740204#Protein Domain#InterPro Domain
Q24740240#Protein Domain#InterPro Domain
Q24740375#Protein Domain#InterPro Domain
Q24740487#Protein Domain#InterPro Domain
Q24740565#Protein Domain#InterPro Domain
Q24740601#Protein Domain#InterPro Domain
Q24740631#Protein Domain#InterPro Domain
Q24740641#Protein Domain#InterPro Domain
Q24740655#Protein Domain#InterPro Domain
Q24740691#Protein Domain#InterPro Domain
Q24740716#Protein Domain#InterPro Domain
Q24740755#Protein Domain#InterPro Domain
Q24740806#Protein Domain#InterPro Domain
Q24740909#Protein Domain#InterPro Domain
Q24740972#Protein Domain#InterPro Domain
Q24741015#Protein Domain#InterPro Domain
Q24741114#Protein Domain#InterPro Domain
Q24741136#Protein Domain#InterPro Domain
Q24741137#Protein Domain#InterPro Domain
Q24741154#Protein Domain#InterPro Domain
Q24741217#Protein Domain#InterPro Domain
Q24741223#Protein Domain#InterPro Domain
Q24741321#Protein Domain#InterPro Domain
Q24741336#Protein Domain#InterPro Family
Q24741453#Protein Domain#protein domain
Q24741571#Protein Domain#InterPro Domain
Q24741585#Protein Domain#InterPro Domain
Q24741690#Protein Domain#InterPro Domain
Q24741737#Protein Domain#InterPro Domain
Q24741776#Protein Domain#InterPro Family
Q24741783#Protein Domain#InterPro Domain
Q24741809#Protein Domain#InterPro Domain
Q24741871#Protein Domain#InterPro Domain
Q24741876#Protein Domain#InterPro Domain
Q24741924#Protein Domain#InterPro Domain
Q24742014#Protein Domain#InterPro Domain
Q24742049#Protein Domain#InterPro Domain
Q24742105#Protein Domain#InterPro Domain
Q24742125#Protein Domain#InterPro Domain
Q24742152#Protein Domain#InterPro Domain
Q24742173#Protein Domain#InterPro Domain
Q24742204#Protein Domain#InterPro Domain
Q24742213#Protein Domain#InterPro Domain
Q24742225#Protein Domain#InterPro Domain
Q24742229#Protein Domain#InterPro Domain
Q24743515#Protein Domain#InterPro Domain
Q24743611#Protein Domain#protein domain
Q24743677#Protein Domain#InterPro Domain
Q24743702#Protein Domain#InterPro Domain
Q24743813#Protein Domain#InterPro Domain
Q24743823#Protein Domain#InterPro Domain
Q24744740#Protein Domain#InterPro Domain
Q24744749#Protein Domain#InterPro Domain
Q24744833#Protein Domain#InterPro Domain
Q24744918#Protein Domain#InterPro Domain
Q24745150#Protein Domain#InterPro Domain
Q24745213#Protein Domain#InterPro Domain
Q24745326#Protein Domain#InterPro Domain
Q24745468#Protein Domain#InterPro Domain
Q24745877#Protein Domain#InterPro Domain
Q24745895#Protein Domain#InterPro Domain
Q24745943#Protein Domain#InterPro Domain
Q24745947#Protein Domain#InterPro Domain
Q24745951#Protein Domain#InterPro Domain
Q24745974#Protein Domain#InterPro Domain
Q24746060#Protein Domain#InterPro Domain
Q24766638#Protein Domain#InterPro Domain
Q24766701#Protein Domain#InterPro Domain
Q24766723#Protein Domain#InterPro Domain
Q24766725#Protein Domain#InterPro Domain
Q24766796#Protein Domain#InterPro Domain
Q24766811#Protein Domain#InterPro Domain
Q24766813#Protein Domain#InterPro Domain
Q24766828#Protein Domain#InterPro Domain
Q24766845#Protein Domain#InterPro Domain
Q24766874#Protein Domain#InterPro Domain
Q24766921#Protein Domain#InterPro Domain
Q24766985#Protein Domain#InterPro Family
Q24767013#Protein Domain#InterPro Domain
Q24767018#Protein Domain#InterPro Domain
Q24767038#Protein Domain#InterPro Domain
Q24767062#Protein Domain#InterPro Domain
Q24767063#Protein Domain#InterPro Domain
Q24767868#Protein Domain#InterPro Domain
Q24767875#Protein Domain#InterPro Domain
Q24767877#Protein Domain#InterPro Domain
Q24767887#Protein Domain#InterPro Domain
Q24767916#Protein Domain#InterPro Domain
Q24767927#Protein Domain#InterPro Domain
Q24768049#Protein Domain#InterPro Domain
Q24768154#Protein Domain#InterPro Domain
Q24768163#Protein Domain#protein domain
Q24768234#Protein Domain#InterPro Domain
Q24768295#Protein Domain#InterPro Domain
Q24768373#Protein Domain#InterPro Domain
Q24768415#Protein Domain#InterPro Domain
Q24768420#Protein Domain#InterPro Domain
Q24768455#Protein Domain#InterPro Domain
Q24768506#Protein Domain#InterPro Domain
Q24768561#Protein Domain#InterPro Domain
Q24768566#Protein Domain#InterPro Domain
Q24768625#Protein Domain#InterPro Domain
Q24768696#Protein Domain#InterPro Domain
Q24768699#Protein Domain#InterPro Domain
Q24768840#Protein Domain#InterPro Domain
Q24768946#Protein Domain#InterPro Domain
Q24768952#Protein Domain#InterPro Domain
Q24769004#Protein Domain#InterPro Domain
Q24769011#Protein Domain#InterPro Domain
Q24769046#Protein Domain#InterPro Domain
Q24769059#Protein Domain#InterPro Domain
Q24769067#Protein Domain#InterPro Domain
Q24769144#Protein Domain#InterPro Domain
Q24769186#Protein Domain#InterPro Domain
Q24769260#Protein Domain#InterPro Domain
Q24769347#Protein Domain#InterPro Domain
Q24769371#Protein Domain#InterPro Domain
Q24769378#Protein Domain#InterPro Domain
Q24769408#Protein Domain#InterPro Domain
Q24769462#Protein Domain#InterPro Domain
Q24769574#Protein Domain#InterPro Domain
Q24769584#Protein Domain#InterPro Domain
Q24769589#Protein Domain#InterPro Domain
Q24769637#Protein Domain#InterPro Domain
Q24769664#Protein Domain#InterPro Domain
Q24769671#Protein Domain#InterPro Domain
Q24769694#Protein Domain#InterPro Domain
Q24769695#Protein Domain#InterPro Domain
Q24769728#Protein Domain#InterPro Domain
Q24769745#Protein Domain#InterPro Domain
Q24769759#Protein Domain#InterPro Domain
Q24769795#Protein Domain#InterPro Domain
Q24769810#Protein Domain#InterPro Domain
Q24769813#Protein Domain#InterPro Domain
Q24769944#Protein Domain#InterPro Domain
Q24769970#Protein Domain#InterPro Domain
Q24770014#Protein Domain#InterPro Domain
Q24770022#Protein Domain#InterPro Domain
Q24770031#Protein Domain#InterPro Domain
Q24770075#Protein Domain#InterPro Domain
Q24770095#Protein Domain#InterPro Domain
Q24770234#Protein Domain#InterPro Domain
Q24770360#Protein Domain#InterPro Domain
Q24770384#Protein Domain#InterPro Domain
Q24770426#Protein Domain#InterPro Domain
Q24770458#Protein Domain#InterPro Domain
Q24770501#Protein Domain#InterPro Domain
Q24770506#Protein Domain#InterPro Domain
Q24770517#Protein Domain#InterPro Domain
Q24770576#Protein Domain#InterPro Domain
Q24770649#Protein Domain#InterPro Domain
Q24770665#Protein Domain#InterPro Domain
Q24770673#Protein Domain#InterPro Domain
Q24770680#Protein Domain#InterPro Domain
Q24770705#Protein Domain#InterPro Domain
Q24770798#Protein Domain#InterPro Domain
Q24770809#Protein Domain#InterPro Domain
Q24770814#Protein Domain#InterPro Domain
Q24770853#Protein Domain#InterPro Domain
Q24770875#Protein Domain#InterPro Domain
Q24770983#Protein Domain#InterPro Domain
Q24770988#Protein Domain#InterPro Domain
Q24771102#Protein Domain#InterPro Domain
Q24771167#Protein Domain#InterPro Domain
Q24771178#Protein Domain#InterPro Domain
Q24771188#Protein Domain#InterPro Domain
Q24771213#Protein Domain#InterPro Domain
Q24771328#Protein Domain#InterPro Domain
Q24771336#Protein Domain#InterPro Domain
Q24771340#Protein Domain#InterPro Domain
Q24771407#Protein Domain#InterPro Domain
Q24771419#Protein Domain#InterPro Domain
Q24771455#Protein Domain#InterPro Domain
Q24771516#Protein Domain#InterPro Domain
Q24771525#Protein Domain#InterPro Domain
Q24771543#Protein Domain#InterPro Domain
Q24771595#Protein Domain#InterPro Domain
Q24771607#Protein Domain#InterPro Domain
Q24771638#Protein Domain#InterPro Family
Q24771671#Protein Domain#InterPro Family
Q24771733#Protein Domain#InterPro Domain
Q24771746#Protein Domain#InterPro Domain
Q24771783#Protein Domain#InterPro Family
Q24771798#Protein Domain#InterPro Domain
Q24771810#Protein Domain#InterPro Domain
Q24771884#Protein Domain#InterPro Domain
Q24771913#Protein Domain#InterPro Domain
Q24771917#Protein Domain#InterPro Domain
Q24771929#Protein Domain#InterPro Domain
Q24771968#Protein Domain#InterPro Domain
Q24771982#Protein Domain#InterPro Domain
Q24771985#Protein Domain#InterPro Domain
Q24772075#Protein Domain#InterPro Domain
Q24772114#Protein Domain#InterPro Domain
Q24772144#Protein Domain#InterPro Domain
Q24772173#Protein Domain#InterPro Domain
Q24772277#Protein Domain#InterPro Domain
Q24772293#Protein Domain#InterPro Domain
Q24772318#Protein Domain#InterPro Domain
Q24772468#Protein Domain#InterPro Domain
Q24772477#Protein Domain#InterPro Domain
Q24772480#Protein Domain#InterPro Domain
Q24772640#Protein Domain#InterPro Domain
Q24772662#Protein Domain#InterPro Domain
Q24772720#Protein Domain#InterPro Domain
Q24772808#Protein Domain#InterPro Domain
Q24772822#Protein Domain#InterPro Domain
Q24772844#Protein Domain#InterPro Domain
Q24772870#Protein Domain#InterPro Domain
Q24772883#Protein Domain#InterPro Domain
Q24772924#Protein Domain#InterPro Domain
Q24772928#Protein Domain#InterPro Domain
Q24772951#Protein Domain#InterPro Domain
Q24773023#Protein Domain#InterPro Domain
Q24773038#Protein Domain#InterPro Domain
Q24773054#Protein Domain#InterPro Domain
Q24773055#Protein Domain#InterPro Domain
Q24773071#Protein Domain#InterPro Domain
Q24773187#Protein Domain#InterPro Domain
Q24773268#Protein Domain#InterPro Domain
Q24773292#Protein Domain#InterPro Domain
Q24773317#Protein Domain#InterPro Domain
Q24773333#Protein Domain#InterPro Domain
Q24773358#Protein Domain#InterPro Domain
Q24773519#Protein Domain#InterPro Domain
Q24773550#Protein Domain#InterPro Domain
Q24773569#Protein Domain#InterPro Domain
Q24773588#Protein Domain#InterPro Domain
Q24773621#Protein Domain#InterPro Domain
Q24773667#Protein Domain#InterPro Domain
Q24773675#Protein Domain#InterPro Domain
Q24773684#Protein Domain#InterPro Domain
Q24773693#Protein Domain#InterPro Domain
Q24773721#Protein Domain#InterPro Domain
Q24773753#Protein Domain#InterPro Domain
Q24773787#Protein Domain#InterPro Domain
Q24773819#Protein Domain#InterPro Domain
Q24773859#Protein Domain#InterPro Domain
Q24773862#Protein Domain#InterPro Domain
Q24773871#Protein Domain#InterPro Domain
Q24773994#Protein Domain#InterPro Domain
Q24774117#Protein Domain#InterPro Domain
Q24774121#Protein Domain#InterPro Domain
Q24774153#Protein Domain#InterPro Domain
Q24774185#Protein Domain#InterPro Domain
Q24774195#Protein Domain#InterPro Domain
Q24774207#Protein Domain#InterPro Domain
Q24774226#Protein Domain#InterPro Domain
Q24774273#Protein Domain#InterPro Domain
Q24774303#Protein Domain#InterPro Domain
Q24774353#Protein Domain#InterPro Domain
Q24774420#Protein Domain#InterPro Domain
Q24774431#Protein Domain#InterPro Domain
Q24774450#Protein Domain#InterPro Domain
Q24774453#Protein Domain#InterPro Domain
Q24774457#Protein Domain#InterPro Domain
Q24774497#Protein Domain#InterPro Domain
Q24774576#Protein Domain#InterPro Domain
Q24774583#Protein Domain#InterPro Domain
Q24774591#Protein Domain#InterPro Domain
Q24774667#Protein Domain#InterPro Domain
Q24774708#Protein Domain#InterPro Domain
Q24774737#Protein Domain#InterPro Domain
Q24774754#Protein Domain#InterPro Domain
Q24774791#Protein Domain#InterPro Domain
Q24774792#Protein Domain#InterPro Domain
Q24774834#Protein Domain#InterPro Domain
Q24774876#Protein Domain#InterPro Domain
Q24774903#Protein Domain#InterPro Family
Q24774906#Protein Domain#InterPro Domain
Q24774921#Protein Domain#InterPro Domain
Q24774936#Protein Domain#InterPro Domain
Q24774951#Protein Domain#InterPro Domain
Q24775034#Protein Domain#InterPro Domain
Q24775055#Protein Domain#InterPro Domain
Q24775066#Protein Domain#InterPro Domain
Q24775183#Protein Domain#InterPro Domain
Q24775216#Protein Domain#InterPro Domain
Q24775266#Protein Domain#InterPro Domain
Q24775330#Protein Domain#InterPro Domain
Q24775380#Protein Domain#InterPro Domain
Q24775413#Protein Domain#InterPro Domain
Q24775420#Protein Domain#InterPro Domain
Q24775440#Protein Domain#InterPro Domain
Q24775455#Protein Domain#InterPro Domain
Q24775568#Protein Domain#InterPro Domain
Q24775652#Protein Domain#InterPro Domain
Q24775658#Protein Domain#InterPro Domain
Q24775665#Protein Domain#InterPro Domain
Q24775666#Protein Domain#InterPro Domain
Q24775682#Protein Domain#InterPro Domain
Q24775700#Protein Domain#InterPro Domain
Q24775717#Protein Domain#InterPro Domain
Q24775753#Protein Domain#InterPro Domain
Q24775774#Protein Domain#InterPro Domain
Q24775799#Protein Domain#InterPro Domain
Q24775828#Protein Domain#InterPro Domain
Q24775966#Protein Domain#InterPro Domain
Q24776000#Protein Domain#InterPro Domain
Q24776003#Protein Domain#InterPro Domain
Q24776062#Protein Domain#InterPro Domain
Q24776090#Protein Domain#InterPro Domain
Q24776115#Protein Domain#InterPro Domain
Q24776123#Protein Domain#InterPro Domain
Q24776149#Protein Domain#InterPro Domain
Q24776154#Protein Domain#InterPro Domain
Q24776186#Protein Domain#InterPro Domain
Q24776191#Protein Domain#InterPro Domain
Q24776197#Protein Domain#InterPro Domain
Q24776223#Protein Domain#InterPro Domain
Q24776273#Protein Domain#InterPro Domain
Q24776295#Protein Domain#InterPro Domain
Q24776300#Protein Domain#InterPro Family
Q24776397#Protein Domain#InterPro Domain
Q24776419#Protein Domain#InterPro Domain
Q24776458#Protein Domain#InterPro Domain
Q24776503#Protein Domain#InterPro Domain
Q24776625#Protein Domain#InterPro Domain
Q24776686#Protein Domain#InterPro Domain
Q24776687#Protein Domain#InterPro Domain
Q24776709#Protein Domain#InterPro Domain
Q24776729#Protein Domain#InterPro Domain
Q24776746#Protein Domain#InterPro Domain
Q24776773#Protein Domain#InterPro Domain
Q24776776#Protein Domain#InterPro Domain
Q24776786#Protein Domain#InterPro Domain
Q24776788#Protein Domain#InterPro Domain
Q24776798#Protein Domain#InterPro Domain
Q24776832#Protein Domain#InterPro Domain
Q24776855#Protein Domain#InterPro Domain
Q24776858#Protein Domain#InterPro Domain
Q24776864#Protein Domain#InterPro Domain
Q24776919#Protein Domain#InterPro Domain
Q24776952#Protein Domain#InterPro Domain
Q24776981#Protein Domain#InterPro Domain
Q24776989#Protein Domain#InterPro Family
Q24777001#Protein Domain#InterPro Domain
Q24777014#Protein Domain#InterPro Domain
Q24777120#Protein Domain#InterPro Domain
Q24777164#Protein Domain#InterPro Domain
Q24777206#Protein Domain#InterPro Domain
Q24777276#Protein Domain#InterPro Domain
Q24777282#Protein Domain#InterPro Domain
Q24777310#Protein Domain#InterPro Domain
Q24777364#Protein Domain#InterPro Domain
Q24777381#Protein Domain#InterPro Domain
Q24777396#Protein Domain#InterPro Domain
Q24777421#Protein Domain#InterPro Domain
Q24777424#Protein Domain#InterPro Domain
Q24777499#Protein Domain#InterPro Domain
Q24777532#Protein Domain#InterPro Domain
Q24777547#Protein Domain#InterPro Domain
Q24777719#Protein Domain#InterPro Domain
Q24777737#Protein Domain#InterPro Domain
Q24777886#Protein Domain#InterPro Domain
Q24777888#Protein Domain#InterPro Domain
Q24777932#Protein Domain#InterPro Domain
Q24777971#Protein Domain#InterPro Domain
Q24777991#Protein Domain#InterPro Domain
Q24778014#Protein Domain#InterPro Domain
Q24778089#Protein Domain#InterPro Domain
Q24778118#Protein Domain#InterPro Domain
Q24778122#Protein Domain#InterPro Domain
Q24778155#Protein Domain#InterPro Domain
Q24778173#Protein Domain#InterPro Domain
Q24778232#Protein Domain#InterPro Domain
Q24778245#Protein Domain#InterPro Domain
Q24778294#Protein Domain#InterPro Domain
Q24778299#Protein Domain#InterPro Domain
Q24778305#Protein Domain#InterPro Domain
Q24778313#Protein Domain#InterPro Domain
