:ID#,:LABEL#,name
Q408477#Protein Family#InterPro family
Q409145#Protein Family#group of calcium sensors and calcium signal modulators
Q410959#Protein Family#InterPro Family
Q419629#Protein Family#InterPro Family
Q420863#Protein Family#group of proteins forming tight junctions between cells that control paracellular transport of objects
Q424381#Protein Family#InterPro Family
Q425007#Protein Family#large group of transport proteins
Q426772#Protein Family#protein family
Q769866#Protein Family#surface receptor glycoprotein
Q792510#Protein Family#InterPro protein family
Q798179#Protein Family#class of transport proteins
Q907198#Protein Family#chemical compound
Q1188971#Protein Family#InterPro Family
Q1416887#Protein Family#one of the five main histone proteins
Q1953641#Protein Family#InterPro Family
Q2033959#Protein Family#InterPro Family
Q2067077#Protein Family#cell surface protein binding somatostatin and triggering intracellular changes
Q2190680#Protein Family#proteins found in maize (corn)
Q2248886#Protein Family#mammalian protein found in Homo sapiens
Q2844797#Protein Family#dental enamel-forming protein found in mammals
Q3858415#Protein Family#InterPro Family
Q4750792#Protein Family#family of transport proteins
Q4802704#Protein Family#class of enzymes
Q4836385#Protein Family#protein family
Q5009777#Protein Family#protein family
Q5102913#Protein Family#InterPro Family
Q5103151#Protein Family#class of enzymes
Q5323086#Protein Family#
Q6410713#Protein Family#
Q6935634#Protein Family#protein family
Q6952202#Protein Family#InterPro Family
Q7117884#Protein Family#protein family
Q7249507#Protein Family#InterPro Family
Q7275805#Protein Family#InterPro Family
Q7447908#Protein Family#eukaryotic selenoprotein that contains multiple selenocysteine residues
Q12746330#Protein Family#family of peptides
Q14292495#Protein Family#protein family
Q17119047#Protein Family#protein family
Q17155036#Protein Family#InterPro Family
Q18351422#Protein Family#Type of human nicotinic acetylcholine receptor
Q24719511#Protein Family#InterPro Family
Q24719515#Protein Family#InterPro Family
Q24719525#Protein Family#InterPro Family
Q24719549#Protein Family#InterPro Family
Q24719565#Protein Family#InterPro Family
Q24719566#Protein Family#InterPro Family
Q24719584#Protein Family#InterPro Family
Q24719586#Protein Family#InterPro Family
Q24719590#Protein Family#InterPro Family
Q24719688#Protein Family#InterPro Family
Q24719696#Protein Family#InterPro Family
Q24719698#Protein Family#InterPro Family
Q24719703#Protein Family#InterPro Family
Q24719711#Protein Family#InterPro Family
Q24719726#Protein Family#InterPro Family
Q24719727#Protein Family#InterPro Family
Q24719735#Protein Family#InterPro Family
Q24719736#Protein Family#InterPro Family
Q24719748#Protein Family#InterPro Family
Q24719752#Protein Family#InterPro Family
Q24719754#Protein Family#InterPro Family
Q24719758#Protein Family#InterPro Family
Q24719759#Protein Family#InterPro Family
Q24719781#Protein Family#InterPro Family
Q24719787#Protein Family#InterPro Family
Q24719792#Protein Family#InterPro Family
Q24719805#Protein Family#InterPro Family
Q24719806#Protein Family#InterPro Family
Q24719813#Protein Family#InterPro Family
Q24719816#Protein Family#InterPro Family
Q24719824#Protein Family#InterPro Family
Q24719864#Protein Family#InterPro Family
Q24719896#Protein Family#InterPro Family
Q24719899#Protein Family#InterPro Family
Q24719918#Protein Family#InterPro Family
Q24719923#Protein Family#InterPro Family
Q24719930#Protein Family#InterPro Family
Q24719941#Protein Family#InterPro Family
Q24719942#Protein Family#InterPro Family
Q24719953#Protein Family#InterPro Family
Q24719966#Protein Family#InterPro Family
Q24719973#Protein Family#InterPro Family
Q24720001#Protein Family#InterPro Family
Q24720017#Protein Family#InterPro Family
Q24720031#Protein Family#InterPro Family
Q24720037#Protein Family#polypeptide hormone secreted by fat cells in adipose tissue
Q24720044#Protein Family#InterPro Family
Q24720053#Protein Family#InterPro Family
Q24720057#Protein Family#InterPro Family
Q24720059#Protein Family#InterPro Family
Q24720067#Protein Family#InterPro Family
Q24720077#Protein Family#InterPro Family
Q24720079#Protein Family#InterPro Family
Q24720091#Protein Family#InterPro Family
Q24720097#Protein Family#InterPro Family
Q24720105#Protein Family#InterPro Family
Q24720115#Protein Family#InterPro Family
Q24720119#Protein Family#InterPro Family
Q24720120#Protein Family#InterPro Family
Q24720123#Protein Family#InterPro Family
Q24720127#Protein Family#InterPro Family
Q24720129#Protein Family#InterPro Family
Q24720152#Protein Family#InterPro Family
Q24720154#Protein Family#InterPro Family
